SQUADRA,BAUDI
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Sangiovanni')",94
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Tananai')",84
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Yuman')",82
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Rkomi')",93
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Tananai')",93
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Yuman')",91
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Noemi', 'Rkomi')",94
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Noemi', 'Tananai')",94
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Noemi', 'Yuman')",92
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Rkomi', 'Sangiovanni')",96
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Rkomi', 'Tananai')",86
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Rkomi', 'Yuman')",84
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Sangiovanni', 'Tananai')",96
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Sangiovanni', 'Yuman')",94
"('Ana_Mena', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Tananai', 'Yuman')",84
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Matteo_Romano')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Michele_Bravi')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Noemi')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Rkomi')",92
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Tananai')",92
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Yuman')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Matteo_Romano', 'Michele_Bravi')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Matteo_Romano', 'Noemi')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Matteo_Romano', 'Rkomi')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Matteo_Romano', 'Sangiovanni')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Matteo_Romano', 'Tananai')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Matteo_Romano', 'Yuman')",84
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Michele_Bravi', 'Rkomi')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Michele_Bravi', 'Tananai')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Michele_Bravi', 'Yuman')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Noemi', 'Rkomi')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Noemi', 'Tananai')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Noemi', 'Yuman')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Rkomi', 'Sangiovanni')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Rkomi', 'Tananai')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Rkomi', 'Yuman')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Sangiovanni', 'Tananai')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Sangiovanni', 'Yuman')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Tananai', 'Yuman')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Mahmood_e_Blanco', 'Matteo_Romano', 'Rkomi')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Mahmood_e_Blanco', 'Matteo_Romano', 'Tananai')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Mahmood_e_Blanco', 'Matteo_Romano', 'Yuman')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Mahmood_e_Blanco', 'Rkomi', 'Yuman')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Mahmood_e_Blanco', 'Tananai', 'Yuman')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Michele_Bravi')",92
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Noemi')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Rkomi')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Sangiovanni')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Tananai')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Matteo_Romano', 'Yuman')",83
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Michele_Bravi', 'Rkomi')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Michele_Bravi', 'Tananai')",94
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Michele_Bravi', 'Yuman')",92
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Noemi', 'Rkomi')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Noemi', 'Tananai')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Noemi', 'Yuman')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Rkomi', 'Sangiovanni')",97
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Rkomi', 'Tananai')",87
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Rkomi', 'Yuman')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Sangiovanni', 'Tananai')",97
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Sangiovanni', 'Yuman')",95
"('Ana_Mena', 'Giusy_Ferreri', 'Massimo_Ranieri', 'Tananai', 'Yuman')",85
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Michele_Bravi', 'Noemi')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Michele_Bravi', 'Rkomi')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Michele_Bravi', 'Sangiovanni')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Michele_Bravi', 'Tananai')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Michele_Bravi', 'Yuman')",86
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Noemi', 'Rkomi')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Noemi', 'Sangiovanni')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Noemi', 'Tananai')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Noemi', 'Yuman')",87
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Rkomi', 'Sangiovanni')",91
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Rkomi', 'Tananai')",81
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Rkomi', 'Yuman')",79
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Sangiovanni', 'Tananai')",91
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Sangiovanni', 'Yuman')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Matteo_Romano', 'Tananai', 'Yuman')",79
"('Ana_Mena', 'Giusy_Ferreri', 'Michele_Bravi', 'Noemi', 'Rkomi')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Michele_Bravi', 'Noemi', 'Tananai')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Michele_Bravi', 'Noemi', 'Yuman')",96
"('Ana_Mena', 'Giusy_Ferreri', 'Michele_Bravi', 'Rkomi', 'Sangiovanni')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Michele_Bravi', 'Rkomi', 'Tananai')",90
"('Ana_Mena', 'Giusy_Ferreri', 'Michele_Bravi', 'Rkomi', 'Yuman')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Michele_Bravi', 'Sangiovanni', 'Tananai')",100
"('Ana_Mena', 'Giusy_Ferreri', 'Michele_Bravi', 'Sangiovanni', 'Yuman')",98
"('Ana_Mena', 'Giusy_Ferreri', 'Michele_Bravi', 'Tananai', 'Yuman')",88
"('Ana_Mena', 'Giusy_Ferreri', 'Noemi', 'Rkomi', 'Tananai')",91
"('Ana_Mena', 'Giusy_Ferreri', 'Noemi', 'Rkomi', 'Yuman')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Noemi', 'Sangiovanni', 'Yuman')",99
"('Ana_Mena', 'Giusy_Ferreri', 'Noemi', 'Tananai', 'Yuman')",89
"('Ana_Mena', 'Giusy_Ferreri', 'Rkomi', 'Sangiovanni', 'Tananai')",93
"('Ana_Mena', 'Giusy_Ferreri', 'Rkomi', 'Sangiovanni', 'Yuman')",91
"('Ana_Mena', 'Giusy_Ferreri', 'Rkomi', 'Tananai', 'Yuman')",81
"('Ana_Mena', 'Giusy_Ferreri', 'Sangiovanni', 'Tananai', 'Yuman')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",90
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Le_Vibrazioni')",92
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Massimo_Ranieri')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Matteo_Romano')",85
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Michele_Bravi')",94
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Noemi')",95
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Rkomi')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Sangiovanni')",97
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Tananai')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Iva_Zanicchi', 'Yuman')",85
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",97
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",96
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",90
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Michele_Bravi')",99
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Noemi')",100
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Rkomi')",92
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Tananai')",92
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'La_Rappresentante_di_Lista', 'Yuman')",90
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Le_Vibrazioni', 'Massimo_Ranieri')",98
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Le_Vibrazioni', 'Matteo_Romano')",92
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Le_Vibrazioni', 'Rkomi')",94
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Le_Vibrazioni', 'Tananai')",94
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Le_Vibrazioni', 'Yuman')",92
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Massimo_Ranieri', 'Matteo_Romano')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Massimo_Ranieri', 'Michele_Bravi')",100
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Massimo_Ranieri', 'Rkomi')",93
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Massimo_Ranieri', 'Tananai')",93
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Massimo_Ranieri', 'Yuman')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano', 'Michele_Bravi')",94
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano', 'Noemi')",95
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano', 'Rkomi')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano', 'Sangiovanni')",97
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano', 'Tananai')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Matteo_Romano', 'Yuman')",85
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Michele_Bravi', 'Rkomi')",96
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Michele_Bravi', 'Tananai')",96
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Michele_Bravi', 'Yuman')",94
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Noemi', 'Rkomi')",97
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Noemi', 'Tananai')",97
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Noemi', 'Yuman')",95
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Rkomi', 'Sangiovanni')",99
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Rkomi', 'Tananai')",89
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Rkomi', 'Yuman')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Sangiovanni', 'Tananai')",99
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Sangiovanni', 'Yuman')",97
"('Ana_Mena', 'Highsnob_e_Hu', 'Irama', 'Tananai', 'Yuman')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",86
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Mahmood_e_Blanco')",100
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",85
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",79
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Michele_Bravi')",88
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Noemi')",89
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Rkomi')",81
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Sangiovanni')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Tananai')",81
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista', 'Yuman')",79
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Massimo_Ranieri')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Matteo_Romano')",81
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Michele_Bravi')",90
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Noemi')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Rkomi')",83
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Sangiovanni')",93
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Tananai')",83
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Le_Vibrazioni', 'Yuman')",81
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Mahmood_e_Blanco', 'Matteo_Romano')",95
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Mahmood_e_Blanco', 'Rkomi')",97
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Mahmood_e_Blanco', 'Tananai')",97
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Mahmood_e_Blanco', 'Yuman')",95
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Matteo_Romano')",80
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Michele_Bravi')",89
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Noemi')",90
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Rkomi')",82
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Sangiovanni')",92
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Tananai')",82
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Massimo_Ranieri', 'Yuman')",80
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Michele_Bravi')",83
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Noemi')",84
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Rkomi')",76
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Sangiovanni')",86
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Tananai')",76
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Matteo_Romano', 'Yuman')",74
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi', 'Noemi')",93
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi', 'Rkomi')",85
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi', 'Sangiovanni')",95
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi', 'Tananai')",85
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Michele_Bravi', 'Yuman')",83
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Noemi', 'Rkomi')",86
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Noemi', 'Sangiovanni')",96
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Noemi', 'Tananai')",86
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Noemi', 'Yuman')",84
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Rkomi', 'Sangiovanni')",88
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Rkomi', 'Tananai')",78
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Rkomi', 'Yuman')",76
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Sangiovanni', 'Tananai')",88
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Sangiovanni', 'Yuman')",86
"('Ana_Mena', 'Highsnob_e_Hu', 'Iva_Zanicchi', 'Tananai', 'Yuman')",76
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Massimo_Ranieri')",92
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Matteo_Romano')",86
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Michele_Bravi')",95
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Noemi')",96
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Rkomi')",88
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Sangiovanni')",98
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Tananai')",88
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni', 'Yuman')",86
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Mahmood_e_Blanco', 'Matteo_Romano')",100
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Mahmood_e_Blanco', 'Yuman')",100
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Matteo_Romano')",85
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Michele_Bravi')",94
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Noemi')",95
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Rkomi')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Sangiovanni')",97
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Tananai')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri', 'Yuman')",85
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Michele_Bravi')",88
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Noemi')",89
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Rkomi')",81
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Sangiovanni')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Tananai')",81
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Matteo_Romano', 'Yuman')",79
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Noemi')",98
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Rkomi')",90
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Sangiovanni')",100
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Tananai')",90
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Michele_Bravi', 'Yuman')",88
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Noemi', 'Rkomi')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Noemi', 'Tananai')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Noemi', 'Yuman')",89
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Rkomi', 'Sangiovanni')",93
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Rkomi', 'Tananai')",83
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Rkomi', 'Yuman')",81
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Sangiovanni', 'Tananai')",93
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Sangiovanni', 'Yuman')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista', 'Tananai', 'Yuman')",81
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Matteo_Romano')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Michele_Bravi')",96
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Noemi')",97
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Rkomi')",89
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Sangiovanni')",99
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Tananai')",89
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Massimo_Ranieri', 'Yuman')",87
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Michele_Bravi')",90
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Noemi')",91
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Rkomi')",83
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Sangiovanni')",93
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Tananai')",83
"('Ana_Mena', 'Highsnob_e_Hu', 'Le_Vibrazioni', 'Matteo_Romano', 'Yuman')",81
